Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,CareerScore
43,No,Travel_Frequently,Sales,14,3,Life Sciences,1,138,Female,1,Manufacturing Director,Married,37480,7.0,14,8,2,11.0,3,3,1,2,Medium,Excelent,Very High,Very High,High,0.13605845181674567
43,No,Travel_Rarely,Sales,27,4,Life Sciences,1,139,Male,2,Sales Representative,Divorced,39770,4.0,18,8,1,8.0,3,5,0,2,High,Excelent,High,High,High,0.201573196419168
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1,140,Male,1,Manufacturing Director,Single,86330,1.0,19,8,1,5.0,2,5,1,3,Very High,Excelent,Medium,Very High,High,0.25661861506055816
37,No,Non-Travel,Research & Development,1,3,Medical,1,141,Male,3,Laboratory Technician,Married,20080,3.0,22,8,0,15.0,5,13,10,7,Medium,Outstanding,Medium,High,High,0.2944016587677725
31,No,Travel_Rarely,Research & Development,24,1,Medical,1,142,Male,3,Laboratory Technician,Married,44400,1.0,13,8,1,4.0,2,4,3,2,High,Excelent,Very High,Low,High,0.3201685097419695
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670,1.0,20,8,1,21.0,5,21,1,6,Low,Outstanding,Medium,High,High,0.2833432069510269
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,144,Female,3,Sales Executive,Married,53210,9.0,14,8,0,36.0,1,7,7,7,High,Excelent,High,Low,Medium,0.431766719325961
30,No,Travel_Rarely,Sales,5,4,Medical,1,145,Female,2,Manufacturing Director,Single,54100,0.0,17,8,1,6.0,2,5,4,4,High,Excelent,Medium,High,High,0.4079383886255924
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,146,Female,3,Research Scientist,Married,27820,1.0,14,8,0,10.0,2,10,0,7,Medium,Excelent,Medium,Low,High,0.3358412322274882
28,No,Travel_Rarely,Research & Development,7,3,Medical,1,147,Male,3,Healthcare Representative,Divorced,119570,1.0,13,8,0,10.0,2,10,1,8,Medium,Excelent,High,Low,High,0.4566284886782517
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,148,Female,3,Laboratory Technician,Married,26600,5.0,13,8,0,6.0,3,2,0,2,High,Excelent,Low,Low,High,0.22590179041600844
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,149,Female,2,Sales Representative,Married,33750,2.0,21,8,0,28.0,2,5,0,4,Medium,Outstanding,Very High,High,High,0.35198130595050026
45,No,Travel_Rarely,Research & Development,2,3,Medical,1,150,Female,1,Sales Executive,Married,50980,3.0,14,8,1,8.0,4,2,0,2,High,Excelent,Low,Very High,Medium,0.16633096366508687
52,No,Travel_Rarely,Research & Development,12,3,Medical,1,151,Male,2,Research Scientist,Married,48780,2.0,11,8,1,31.0,3,5,1,4,High,Excelent,Very High,Very High,Low,0.3905180358083201
42,No,Travel_Frequently,Sales,10,3,Marketing,1,152,Female,2,Healthcare Representative,Divorced,28370,2.0,13,8,1,19.0,0,5,0,2,Medium,Excelent,Low,High,High,0.2886486308583465
30,No,Travel_Rarely,Sales,25,3,Marketing,1,153,Male,1,Sales Executive,Single,24060,2.0,20,8,1,11.0,5,5,0,2,High,Outstanding,High,Very High,High,0.17047459189046868
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,154,Female,1,Manufacturing Director,Married,22690,5.0,18,8,1,33.0,4,29,11,10,High,Excelent,Low,Low,Low,0.26450434439178516
46,No,Travel_Rarely,Sales,19,4,Marketing,1,155,Female,1,Sales Executive,Divorced,41080,2.0,14,8,0,19.0,5,10,0,8,Medium,Excelent,High,High,Medium,0.24288112164297
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,156,Male,4,Sales Executive,Married,132060,0.0,13,8,2,7.0,2,6,0,4,High,Excelent,Very High,Very High,Very High,0.6418213533438651
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,157,Male,1,Research Scientist,Single,104220,1.0,17,8,1,6.0,0,5,1,4,Medium,Excelent,Low,Medium,High,0.28642048446550816
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,158,Male,2,Research Scientist,Divorced,137440,0.0,20,8,1,3.0,3,2,1,0,High,Outstanding,Very High,High,Medium,0.49890402843601894
38,No,Travel_Frequently,Sales,3,3,Marketing,1,159,Female,2,Sales Executive,Married,49070,1.0,11,8,1,1.0,3,1,0,0,High,Excelent,Very High,Very High,High,0.2450664823591364
40,No,Travel_Rarely,Sales,26,4,Marketing,1,160,Female,1,Sales Executive,Married,34820,0.0,18,8,1,21.0,2,20,1,12,Medium,Excelent,High,High,High,0.4138066087414428
26,No,Travel_Rarely,Research & Development,3,2,Medical,1,161,Female,4,Healthcare Representative,Divorced,24360,1.0,24,8,0,3.0,2,3,0,2,Very High,Outstanding,Low,Very High,Low,0.3500362032648762
30,No,Non-Travel,Research & Development,15,3,Medical,1,162,Female,2,Sales Executive,Married,23800,4.0,18,8,3,9.0,2,5,1,4,Medium,Excelent,High,Very High,Low,0.18679897314375987
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,163,Female,3,Manufacturing Director,Married,194310,1.0,11,8,0,10.0,3,10,0,7,High,Excelent,Medium,High,High,0.5550223802001053
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,164,Male,3,Research Scientist,Married,17900,5.0,16,8,1,6.0,4,2,1,1,Medium,Excelent,High,Medium,Very High,0.21444839389152184
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,165,Male,1,Sales Executive,Single,76440,1.0,15,8,2,1.0,2,1,0,0,High,Excelent,Low,Very High,Very High,0.2185986045286993
30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,166,Female,3,Research Scientist,Married,51310,0.0,15,8,1,10.0,2,9,7,8,High,Excelent,High,Low,High,0.49176540284360193
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,167,Male,4,Research Scientist,Divorced,63060,3.0,12,8,1,32.0,3,1,0,0,High,Excelent,Low,Very High,Medium,0.5197340705634544
50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,168,Female,3,Manager,Married,47870,0.0,12,8,0,28.0,3,27,15,7,High,Excelent,Medium,High,High,0.5997367035281728
30,No,Non-Travel,Sales,10,2,Life Sciences,1,169,Male,3,Laboratory Technician,Single,188800,0.0,22,8,1,12.0,3,11,6,7,High,Outstanding,High,Very High,Medium,0.6852685624012638
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,Female,4,Laboratory Technician,Married,23390,4.0,20,8,0,22.0,4,18,13,11,High,Outstanding,High,Low,Very High,0.39250921537651395
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,171,Male,5,Manufacturing Director,Divorced,135700,5.0,16,8,2,20.0,2,5,0,4,Medium,Excelent,Low,Very High,High,0.5820300157977882
46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,172,Male,1,Laboratory Technician,Married,67120,6.0,21,8,1,26.0,3,3,0,1,Medium,Outstanding,Low,High,Low,0.2732932746558339
35,No,Travel_Rarely,Research & Development,15,2,Medical,1,173,Female,2,Laboratory Technician,Single,54060,0.0,12,8,1,6.0,2,5,4,3,High,Excelent,Very High,High,High,0.4078857293312269
54,No,Travel_Rarely,Research & Development,2,4,Medical,1,174,Male,2,Human Resources,Single,89380,7.0,11,8,3,19.0,2,1,0,0,High,Excelent,High,High,High,0.3168838862559242
34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,175,Male,1,Laboratory Technician,Divorced,24390,3.0,11,8,2,14.0,2,7,5,7,Very High,Excelent,Very High,High,High,0.16882569773565037
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,176,Male,1,Healthcare Representative,Married,88370,2.0,18,8,0,15.0,3,3,1,2,Medium,Excelent,High,Very High,High,0.28013757240652976
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,177,Male,2,Research Director,Divorced,53430,1.0,14,8,1,13.0,3,13,0,8,High,Excelent,High,Medium,Very High,0.32580634544497106
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,178,Female,4,Research Director,Married,67280,7.0,22,8,0,15.0,2,7,7,7,Medium,Outstanding,Medium,High,Very High,0.38778962611901
33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,179,Male,2,Research Director,Divorced,66520,7.0,25,8,0,8.0,5,4,1,3,High,Outstanding,Low,Very High,High,0.21803909952606637
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,180,Male,1,Sales Executive,Single,48500,0.0,12,8,1,4.0,4,3,1,2,High,Excelent,Very High,Medium,High,0.32556608741442866
35,No,Travel_Rarely,Research & Development,12,2,Medical,1,181,Female,2,Sales Representative,Married,28090,4.0,23,8,1,10.0,2,8,0,0,Low,Outstanding,Very High,High,High,0.198696682464455
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,182,Female,2,Sales Executive,Married,56890,3.0,15,8,2,12.0,2,1,0,0,Medium,Excelent,Low,High,High,0.261611374407583
34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,183,Male,1,Research Director,Divorced,20010,9.0,22,8,1,11.0,5,3,0,2,Very High,Outstanding,Medium,Low,High,0.10680950500263298
42,No,Travel_Frequently,Research & Development,2,4,Medical,1,184,Female,1,Research Scientist,Married,29770,4.0,15,8,3,8.0,3,2,2,0,Medium,Excelent,Medium,High,High,0.1259083728278041
36,No,Non-Travel,Research & Development,3,4,Medical,1,185,Male,1,Research Scientist,Single,40250,1.0,11,8,0,10.0,3,10,9,7,High,Excelent,Medium,Very High,Medium,0.22720510795155346
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,186,Female,2,Laboratory Technician,Single,37850,5.0,13,8,2,4.0,2,2,1,2,High,Excelent,High,High,High,0.1657122169562928
48,No,Travel_Rarely,Research & Development,6,3,Medical,1,187,Male,1,Laboratory Technician,Married,108540,2.0,14,8,1,14.0,6,9,6,7,High,Excelent,Medium,Very High,High,0.3004410215903107
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,188,Female,1,Sales Executive,Single,120310,3.0,11,8,0,37.0,5,10,7,7,High,Excelent,Low,Medium,High,0.43885268562401264
41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,189,Female,2,Research Scientist,Single,99360,7.0,17,8,1,16.0,2,14,1,10,Medium,Excelent,Very High,Very High,High,0.31127238020010534
35,No,Travel_Rarely,Research & Development,22,3,Medical,1,190,Female,1,Sales Representative,Married,29660,9.0,18,8,0,15.0,2,11,6,9,Medium,Excelent,Medium,High,High,0.1445135597682991
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,191,Female,2,Laboratory Technician,Single,25710,7.0,14,8,0,22.0,1,20,5,13,High,Excelent,Medium,High,High,0.25181345444971037
39,No,Travel_Frequently,Research & Development,12,1,Medical,1,192,Male,1,Research Scientist,Married,99910,1.0,16,8,1,8.0,3,8,0,7,High,Excelent,High,High,High,0.29324644549763035
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,193,Male,3,Research Director,Single,61420,4.0,13,8,2,10.0,2,6,0,5,Medium,Excelent,Medium,Very High,Very High,0.3050750394944708
42,No,Travel_Rarely,Research & Development,5,3,Medical,1,194,Male,3,Sales Executive,Married,53900,1.0,14,8,0,10.0,3,10,5,8,High,Excelent,Very High,Low,Medium,0.37017509215376515
45,No,Travel_Rarely,Research & Development,2,1,Medical,1,195,Female,4,Sales Executive,Married,44040,0.0,23,8,0,9.0,2,8,3,7,High,Outstanding,Very High,Medium,Very High,0.5384445760926804
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,196,Female,2,Laboratory Technician,Divorced,59930,0.0,12,8,0,8.0,3,7,1,0,High,Excelent,no puntuado,High,Medium,0.42811348077935757
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,197,Male,1,Research Scientist,Divorced,51300,4.0,11,8,0,8.0,3,3,1,2,Medium,Excelent,Very High,Very High,Very High,0.15425223802001053
33,No,Travel_Rarely,Research & Development,16,3,Medical,1,198,Female,1,Laboratory Technician,Divorced,20900,4.0,16,8,0,10.0,2,6,0,5,High,Excelent,Low,High,High,0.12673117430226435
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,Female,1,Sales Executive,Divorced,29090,9.0,14,8,2,10.0,2,5,0,1,High,Excelent,High,Very High,Medium,0.11251316482359136
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,Male,1,Sales Executive,Single,34680,1.0,18,8,2,0.0,4,0,0,0,Very High,Excelent,Medium,Medium,High,0.15737230121116377
40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,201,Female,2,Laboratory Technician,Divorced,30680,3.0,19,8,0,20.0,3,1,0,1,Medium,Excelent,High,Low,High,0.2771063717746182
41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,202,Male,2,Manufacturing Director,Single,26700,2.0,15,8,2,10.0,2,8,0,7,Medium,Excelent,Low,High,High,0.23020010531858873
26,No,Travel_Rarely,Research & Development,9,4,Medical,1,203,Male,3,Healthcare Representative,Divorced,26930,5.0,17,8,3,8.0,3,0,0,0,Medium,Excelent,Low,High,High,0.23883622959452344
35,No,Travel_Rarely,Research & Development,16,4,Medical,1,204,Male,2,Human Resources,Single,95260,1.0,15,8,0,5.0,2,5,0,3,Medium,Excelent,Low,High,High,0.3308748025276461
34,No,Travel_Rarely,Research & Development,26,3,Medical,1,205,Male,1,Laboratory Technician,Single,52370,1.0,19,8,1,10.0,3,10,5,7,Medium,Excelent,Very High,Very High,High,0.24316087414428647
26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,206,Female,2,Manufacturing Director,Single,24260,1.0,22,8,0,1.0,3,1,0,0,Low,Outstanding,High,Very High,Low,0.21240455502896263
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,207,Male,1,Sales Executive,Single,41930,4.0,16,8,1,12.0,5,6,1,2,High,Excelent,Medium,Very High,Very High,0.16691679831490258
46,No,Travel_Frequently,Research & Development,4,1,Medical,1,208,Male,5,Human Resources,Married,29110,5.0,13,8,0,28.0,3,2,1,2,High,Excelent,Low,High,Medium,0.4917061611374408
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,209,Male,1,Research Director,Married,26610,7.0,14,8,1,22.0,2,18,11,8,High,Excelent,Medium,Low,High,0.19049828857293313
37,No,Non-Travel,Research & Development,7,2,Medical,1,210,Male,1,Sales Executive,Divorced,20280,1.0,16,8,1,9.0,3,9,7,7,High,Excelent,Low,Medium,High,0.19466495523959979
52,No,Travel_Rarely,Sales,2,1,Medical,1,211,Male,1,Laboratory Technician,Divorced,99800,,11,8,1,18.0,2,10,6,9,High,Excelent,Very High,Low,High,0.4806016324381253
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,212,Female,2,Research Director,Married,32980,8.0,22,8,0,6.0,4,4,1,2,Medium,Outstanding,Very High,High,High,0.1579120589784097
24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,213,Female,1,Healthcare Representative,Married,29350,0.0,14,8,2,3.0,5,2,2,1,Medium,Excelent,Very High,Very High,High,0.2941054502369668
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,214,Female,1,Research Scientist,Married,154270,3.0,16,8,1,18.0,2,1,0,0,High,Excelent,High,High,High,0.36481042654028434
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,215,Female,5,Research Scientist,Married,39440,6.0,11,8,2,8.0,3,6,4,3,High,Excelent,Medium,Medium,Medium,0.37435304295493865
49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,216,Male,1,Sales Executive,Divorced,40110,1.0,18,8,2,31.0,2,31,0,9,Low,Excelent,Very High,High,High,0.35827080042127435
24,No,Travel_Rarely,Sales,1,3,Marketing,1,217,Female,1,Sales Executive,Married,34070,1.0,15,8,2,6.0,2,6,1,4,Medium,Excelent,Medium,Very High,High,0.19406924697209058
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,218,Female,4,Sales Executive,Married,119940,1.0,14,8,1,6.0,6,5,1,4,High,Excelent,Low,Medium,Very High,0.4946155871511322
24,No,Travel_Rarely,Sales,7,3,Medical,1,219,Female,1,Laboratory Technician,Married,12320,1.0,12,8,0,1.0,4,1,0,0,Low,Excelent,Very High,Medium,High,0.13418575566087415
50,No,Travel_Frequently,Sales,2,2,Marketing,1,220,Male,1,Sales Executive,Married,29600,1.0,14,8,3,32.0,2,32,10,7,High,Excelent,Low,Medium,High,0.3506845708267509
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,221,Male,1,Research Scientist,Married,190940,1.0,16,8,0,7.0,3,7,0,6,Medium,Excelent,Medium,High,High,0.4068358346498157
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,222,Male,2,Research Scientist,Married,39190,1.0,21,8,0,6.0,3,6,1,2,High,Outstanding,Low,High,High,0.26330963665086893
30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,223,Male,2,Healthcare Representative,Married,68250,1.0,14,8,0,1.0,2,1,0,0,High,Excelent,Medium,Low,Very High,0.2703166140073723
34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,224,Male,4,Research Director,Married,102480,1.0,12,8,1,6.0,4,6,1,3,High,Excelent,Medium,Very High,High,0.4716298051606108
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,225,Female,1,Sales Representative,Divorced,189470,2.0,12,8,2,9.0,2,3,1,2,Medium,Excelent,Medium,Low,Low,0.37573393891521856
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,226,Female,5,Sales Executive,Single,24960,4.0,17,8,3,9.0,3,3,0,2,High,Excelent,Low,Very High,High,0.3758260926803581
31,No,Travel_Rarely,Sales,1,3,Marketing,1,227,Female,2,Sales Executive,Divorced,64650,4.0,17,8,0,13.0,3,7,5,7,High,Excelent,Low,Very High,Very High,0.2655772775144813
27,No,Travel_Rarely,Sales,22,4,Medical,1,228,Male,1,Sales Representative,Divorced,22060,0.0,14,8,1,6.0,4,5,0,3,High,Excelent,Low,High,Medium,0.3032582938388626
37,No,Travel_Rarely,Sales,9,4,Marketing,1,229,Female,2,Laboratory Technician,Married,20860,4.0,14,8,0,17.0,3,3,1,0,High,Excelent,Very High,High,Medium,0.2329285150078989
20,No,Travel_Rarely,Research & Development,17,4,Medical,1,230,Female,1,Sales Representative,Single,22930,1.0,13,8,2,1.0,3,1,0,0,Low,Excelent,Very High,Medium,Very High,0.14815363349131122
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,231,Female,2,Manufacturing Director,Married,26450,1.0,15,8,0,10.0,5,10,2,2,High,Excelent,High,Very High,High,0.2715376513954713
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,232,Female,2,Sales Executive,Divorced,26830,4.0,11,8,0,21.0,3,1,0,0,High,Excelent,Medium,Very High,Medium,0.2657879146919432
38,No,Travel_Rarely,Human Resources,2,4,Medical,1,233,Male,1,Human Resources,Single,20140,3.0,17,8,1,8.0,5,0,0,0,Very High,Excelent,High,Low,Medium,0.1257306477093207
43,No,Travel_Frequently,Sales,4,3,Medical,1,234,Female,2,Healthcare Representative,Divorced,34190,3.0,11,8,1,10.0,5,8,4,7,High,Excelent,Very High,High,High,0.21922722485518695
48,No,Travel_Rarely,Research & Development,8,1,Medical,1,235,Male,2,Laboratory Technician,Married,53760,7.0,13,8,1,21.0,3,3,0,2,Very High,Excelent,Very High,Low,Low,0.2824907846234861
44,No,Travel_Rarely,Sales,29,4,Marketing,1,236,Male,2,Sales Executive,Single,19510,4.0,22,8,3,10.0,4,2,0,2,Very High,Outstanding,Low,High,Very High,0.18740126382306477
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,237,Female,1,Laboratory Technician,Divorced,23410,1.0,20,8,2,8.0,3,8,0,6,Medium,Outstanding,High,High,High,0.19253554502369669
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,238,Male,2,Research Scientist,Divorced,22930,0.0,18,8,0,5.0,0,4,0,2,High,Excelent,High,Low,High,0.3606536334913112
21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,239,Male,3,Sales Executive,Single,87260,1.0,11,8,1,3.0,2,3,1,2,Low,Excelent,High,High,High,0.370342943654555
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,240,Male,1,Laboratory Technician,Married,40110,4.0,14,8,1,26.0,2,2,0,1,High,Excelent,Very High,Very High,Very High,0.2520208004212744
22,No,Travel_Rarely,Research & Development,2,2,Medical,1,241,Female,2,Laboratory Technician,Married,195450,0.0,14,8,0,3.0,3,2,2,2,Medium,Excelent,Low,High,High,0.5752731700895208
33,No,Travel_Rarely,Sales,13,4,Marketing,1,242,Female,2,Manufacturing Director,Divorced,45680,0.0,18,8,1,6.0,2,5,1,2,High,Excelent,High,High,High,0.39685360716166407
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,243,Female,1,Healthcare Representative,Married,30220,1.0,16,8,1,6.0,3,6,0,5,High,Excelent,Low,Very High,Medium,0.1890007898894155
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,244,Male,3,Manager,Divorced,57720,1.0,17,8,0,1.0,3,1,0,0,High,Excelent,High,High,High,0.31895405476566613
53,No,Travel_Rarely,Research & Development,24,3,Other,1,245,Female,3,Manager,Single,22690,7.0,11,8,1,18.0,2,14,8,10,Medium,Excelent,Very High,Low,Very High,0.2853376777251185
34,No,Travel_Rarely,Research & Development,1,5,Medical,1,246,Male,1,Research Scientist,Married,53810,1.0,12,8,0,10.0,0,10,8,8,High,Excelent,Medium,Very High,Medium,0.24505660874144286
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,247,Male,3,Research Director,Married,34410,2.0,13,8,1,5.0,5,1,0,0,High,Excelent,Low,Low,High,0.2716001843075303
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,248,Male,1,Manufacturing Director,Married,54540,1.0,13,8,1,3.0,5,3,0,2,Very High,Excelent,High,Very High,High,0.20226764086361243
